post_id,post_title,post_date,post_excerpt,lat_lng,location_id,location_name,location_notes,street_address,city,state,zip,county,total_cost,start_year,completion_year,new_deal_agencies,new_deal_categories,artists,contractors,designers,status,menu_order,image
21078,East Lake Branch Library Fairy Tale Scenes Mural &#8211; Birmingham AL,2013,This New Deal mural by Carrie Hill was restored in 1993.  &amp;nbsp; ...,"33.560626, -86.727743",6150,East Lake Branch Library - Birmingham AL,Children&#039;s Room,5 Oporto-Madrid Blvd.,Birmingham,AL,35206,,,,,Federal Art Project (FAP),"Art, Mural",Carrie Hill,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2539-FairyTaleScenes.0_display-225x225.jpg
21084,Eutaw Post Office &#8220;The Countryside&#8221; Mural &#8211; Eutaw AL,2013,This mural by Robert Gwathmey was completed with New Deal funds in 1941.,"32.841722, -87.88785",6154,Eutaw Post Office - Eutaw AL,Lobby,227 Prairie Avenue,Eutaw,AL,35462,,,,,Treasury Section of Fine Arts,"Art, Mural",Robert Gwathmey,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2548-TheCountryside.0_display-225x225.jpg
21710,Alexander City City Hall &#8220;Cotton&#8221; Bas Relief &#8211; Alexander City AL,2013,This relief was completed with New Deal funds in 1941. It has been stored in a City Hall office since 2006. There are plans to restore and install the relief in the public library. ...,"32.944056, -85.953565",6624,Alexander City City Hall - Alexander City AL,Storage,4 Court Square,Alexander City,AL,35010,,,,,Treasury Section of Fine Arts,"Art, Bas Relief",Franc Epping,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3929-Cotton.0_display-225x225.jpg
21711,Alexander City City Hall &#8220;Tobacco&#8221; Sculpture &#8211; Alexander City AL,2013,"This sculpture, &quot;Tobacco,&quot; was completed with New Deal funds in 1941. It includes two pieces: the farmer &amp;amp; plow and the mules (shown). The sculpture has been stored in a City Hall...","32.944056, -85.953565",6624,Alexander City City Hall - Alexander City AL,City Hall,4 Court Square,Alexander City,AL,35010,,,,,Treasury Section of Fine Arts,"Art, Sculpture",Franc Epping,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3929-Tobacco.0_display-225x225.jpg
21712,Alexander City City Hall &#8220;Wheat&#8221; Sculpture &#8211; Alexander City AL,2013,"This terra cotta sculpture, &quot;Wheat,&quot; was completed with New Deal funds in 1941. It includes two pieces: the farmer &amp;amp; plow and the mules (shown). The sculpture has been stored in a...","32.944056, -85.953565",6624,Alexander City City Hall - Alexander City AL,City Hall,4 Court Square,Alexander City,AL,35010,,,,,Treasury Section of Fine Arts,"Art, Sculpture",Franc Epping,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3929-Wheat.0_display-225x225.jpg
22702,Woodlawn High School &#8220;Gloried Be They&#8230;&#8221; Mural &#8211; Birmingham AL,2013,This large New Deal mural was completed in 1936 and restored in 2009. The full inscription is &quot;Gloried Be They Who Foresaking Unjust Riches Strive in Fulfillment of Humble Tasks for Peace...,"33.5410421, -86.7515903",7068,Woodlawn High School - Birmingham AL,auditorium,5620 First Avenue North,Birmingham,AL,35212,,,,,Federal Art Project (FAP),"Art, Mural","Richard Coe, Sidney Van Sheck",,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5159-GloriedBeThey.0_display.jpg
40187,Moundville Archaeological Park Museum &#8211; Moundville AL,2014,"&quot;Opened and dedicated on May 16, 1939 at what was then known as ï¿_ï¿_ï¿_Mound State Monument,ï¿_Ûù built with labor from the Civilian Conservation Corps. In 1999, The University of Alabama Museums began a...","33.0030983, -87.6271051",,,,13075 Moundville Archaeological Park,Moundville,AL,35474-6413,Tuscaloosa &amp; Hale,,,1939,Civilian Conservation Corps (CCC),"Educational, Museums",,,,,,
45745,Gulf State Park &#8211; Gulf Shores AL,2014,"Beachfront park.  Civilian Conservation Corps work: piers, roads, cottages, picnic areas, dug canals between freshwater...","30.261774, -87.68050010000002",,,,20115 State Highway 135,Gulf Shores,AL,36542,Baldwin,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Morning_at_Gulf_State_Park-300x218.jpg
45750,Oak Mountain State Park &#8211; Pelham AL,2014,This is Alabama&#039;s largest state park.  &quot;Oak Mountain was created when the State Land Act of 1927 granted the park the 940 acres (380ï¿_ï¿_ha) between Double Oak Mountain and Little Oak Ridge....,"33.3218138, -86.75159159999998",,,,200 Terrace Ave.,Pelham,AL,35124,Shelby,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Oak_Mountain_State_Park_Lake_Copy_of_IMG_8856-168x225.jpg
33920,Campbell House &#8211; Palmer AK,2013,"This 1935 Colony House was built as part of the New Deal resettlement program that brought colonists from Michigan, Minnesota and Wisconsin to Palmer Alaska in 1935.  The building has recently been...","61.5705499, -149.12570010000002",8387,Palmer Alaska Historic Distric - Palmer AK,,1540 S Inner Springer Loop,Palmer,AK,99645,Alaska,,1935,1940,"Federal Emergency Relief Administration (FERA), Resettlement Administration (RA)",Resettlement Communities,,,,,,http://livingnewdeal.org/wp-content/uploads/2013/11/2013-09-28-030-235x225.jpg
33924,Palmer Alaska Historic District &#8211; Palmer AK,2013,What is now the Palmer Alaska Historic District was founded in 1935 as the Matanuska Colony Project. It was one of 100 New Deal resettlement programs and involved major efforts by FERA and the...,"61.59863499999999, -149.109731",8387,Palmer Alaska Historic Distric - Palmer AK,,316 E Elmwood,Palmer,AK,99645,Alaska,,1935,1940,"Federal Emergency Relief Administration (FERA), Resettlement Administration (RA)",Resettlement Communities,,,,,,http://livingnewdeal.org/wp-content/uploads/2013/11/IMG_1826-169x225.jpg
46214,Denali National Park &#8211; Denali AK,2014,"NPS.gov: &quot;Denali is six million acres of wild land, bisected by one ribbon of road. Travelers along it see the relatively low-elevation taiga forest give way to high alpine tundra and snowy...","63, -151",,,,"AK Route 3, George Parks Highway",Denali Park,AK,99755,Denali,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Denali-National-Park-300x214.jpg
42133,"Dyess Colony, Johnny Cash Home &#8211; Dyess AR",2014,"Purchased by Arkansas State University, Johnny Cash&#039;s boyhood home is being restored, soon to be opened to the public as a museum, furnished as it was during the 1930s including handed-down...","35.597358, -90.244981",9690,Dyess Colony - Dyess AR,,4791 West County Road 924,Dyess,AR,72330,Mississippi,,1934,,Resettlement Administration (RA),Resettlement Communities,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/06/AR-Dyess-011-CashM-300x180.jpg
42333,Dyess Colony &#8211; Dyess AR,2014,"&quot;Originally known as ï¿_ï¿_ï¿_Colonization Project Number 1,ï¿_Ûù Dyess Colony was first controlled by the Arkansas Rural Rehabilitation Corporation.ï¿_ï¿_ This corporation was set up by the Rural Rehabilitation...","35.5898026, -90.21342870000001",9690,Dyess Colony - Dyess AR,,,Dyess,AR,72330,Mississippi,,1934,1939,"Farm Security Administration (FSA), Federal Emergency Relief Administration (FERA), Resettlement Administration (RA)",Resettlement Communities,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/06/ahpp_nom_dyesscolonycenter_large.jpg
45086,Hall Morgan Post 83 American Legion Hut (demolished) &#8211; Rison AR,2014,The rustic-style log structure constructed by the WPA was demolished in 2013 and replaced with a new Verteran&#039;s...,"33.9598177, -92.18980529999999",,,,208 Sycamore Street,Rison,AR,71665,Cleveland,,1934,1935,Works Progress Administration (WPA),"Military, No Longer Extant",,,,,,
32334,Post Office (former) &#8211; Springdale AR,2013,This 1936 New Deal post office now serves as the Springdale Chamber of Commerce.,"36.185466, -94.13258400000001",,,,202 W Emma Ave,Springdale,AR,72764,,,1936,,Treasury Department (TD),"Post Offices, Public buildings",,,,,,
32335,Post Office (former) &#8211; Pocahontas AR,2013,This 1936 New Deal post office now houses the offices for the Pocahontas Star Herald newspaper.,"36.2622407, -90.97080160000002",,,,109 N Van Bibber St.,Pocahontas,AR,72455,,,1936,,Treasury Department (TD),"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/10/Pocahontas-AR-Old-PO-300x199.jpg
33101,Fairview High School Gymnasium &#8211; Camden AR,2013,"Completed in 1937, &quot;the gymnasium building contained a gym floor and basketball court and courts for several other types of floor games, a modern swimming pool, with bleachers to seat 500 people...","33.53675339999999, -92.86652779999997",,,Exact coordinates unknown.,Fairview Road,Camden,AR,71701,,,1936,1937,Public Works Administration (PWA),"Educational, Schools",,"general contractors, J.H. Leveck and Sons","A.N. McAninch, architect",,,http://livingnewdeal.org/wp-content/uploads/2013/10/gympool-126x225.jpg
45114,Roadside Park &#8211; Arkadelphia AR,2014,"A roadside park near Arkadelphia, was constructed fall, 1936 as NYA Proj. 2777-Y-10.","34.1209292, -93.05378389999998",,,Exact location and current status unknown to the Living New Deal.,,Arkadelphia,AR,71923,Clark,,1936,,National Youth Administration (NYA),Parks and recreation,,,,,,
45112,Fire Station &#8211; Mammoth Springs AR,2014,The rock fire station was constructed as NYA project 4686-Y-10 in May 1938.,"36.4956181, -91.54069679999998",,,Exact coordinates unknown to the Living New Deal.,,Mammoth Springs,AR,72554,Fulton,,1938,1938,National Youth Administration (NYA),"Firehouses, Public buildings",,,,,,
44851,Wortham Gymnasium &#8211; Oak Grove AR,2014,"One of two buildings constructed by the WPA in the African American community of Oak Grove, the gymnasium is &quot;...an example of a simple but handsomely balanced design which reveals the skill of...","33.598611, -93.238611",,,,Hwy 200,Oak Grove,AR,71858,Nevada,,1938,1939,Works Progress Administration (WPA),"Gymnasiums, Parks and recreation",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/08/gymvoc-building-2-front-elevation-300x164.jpg
21049,Magnolia Public Library &#8220;Threshing&#8221; Mural &#8211; Magnolia AR,2014,This 4&#039;6&quot; x 12&#039; oil-on-canvas mural entitled ï¿_ï¿_ï¿_Threshingï¿_Ûù was painted for the former Magnolia Post Office by Joe Jones in 1938. The mural is still in the original building which is now...,"33.266832, -93.238348",6131,Magnolia Public Library - Magnolia AR,East wall of old PO lobby area,220 E Main St,Magnolia,AR,71753,,,1938,1938,Treasury Section of Fine Arts,"Art, Mural",Joe Jones,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1129-Threshing.0_display-225x225.jpg
21271,Post Office Mural &#8211; Van Buren AR,2014,"The lobby of the historic post office building in Van Buren, Arkansas, possesses a 12&#039; x 5&#039; section oil-on-canvas mural entitled ï¿_ï¿_ï¿_The Chosen Site.ï¿_Ûù This mural was painted by E. Martin...","35.436143, -94.353166",6294,Van Buren Post Office - Van Buren AR,,22 S. 7th Street,Van Buren,AR,72956,,,1938,1938,Treasury Section of Fine Arts,"Art, Mural",E. Martin Hennings,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3026-TheChosenSite.0_display-225x225.jpg
32309,Madison County Courthouse &#8211; Huntsville AR,2013,&quot;Plans were announced in 1939 for construction of the present courthouse by the Federal Emergency Administration of Public Works. The new building was approved in the November 8 general election...,"36.087209, -93.736457",,,,201 West Main St.,Huntsville,AR,72740,,,1939,,Public Works Administration (PWA),"Courthouses, Public buildings",,,J. Ewing Shelton and B. Chester Nelson,,,http://livingnewdeal.org/wp-content/uploads/2013/10/Huntsville-AR-Madison-Co-CH-300x225.jpg
44899,Hempstead County Courthouse &#8211; Hope AR,2014,"The NRHP nomination form describes this courthouse as the &quot;...finest extant example of the Art Deco style within the city of Hope, Arkansas. Its horizontal symmetrical massing, set back...","33.6643545, -93.59822539999999",,,,400 S. Washington Street,Hope,AR,71801,Hempstead,,1939,1940,Public Works Administration (PWA),"Courthouses, Public buildings",,McAninch and Anderson,B. W. Edwards,,,http://livingnewdeal.org/wp-content/uploads/2014/08/Hempstead-County-courthouse-2-300x199.jpg
44905,Hope Fire Station &#8211; Hope AR,2014,"The fire station, designed in a mission-style building resembling a residence, was built by the PWA at a cost of $26,681.","33.668768, -93.58848369999998",,,,Second &amp; Laurel Streets,Hope,AR,71801,Hempstead,,1939,1939,Public Works Administration (PWA),"Firehouses, Public buildings",,J. M. O&#039;Neal,Clarence W. King,,,
21274,Post Office Mural &#8220;How Happy Was the Occasion&#8221; &#8211; Clarksville AR,2014,"This 5&#039; x 10&#039; oil-on-canvas mural entitled ï¿_ï¿_ï¿_How Happy Was the Occasionï¿_Ûù was painted by Mary M. Purser in 1939. Her husband, Stuart Purser, painted murals for the Carrolton, AL; Leland, MS;...","35.470258, -93.464175",6297,Clarksville Post Office - Clarksville AR,lobby,200 W. Sevier Street,Clarksville,AR,72830,,,1939,1939,Treasury Section of Fine Arts,"Art, Mural",Mary M. Purser,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3040-HowHappyWasTheOccasion.0_display-225x225.jpg
21275,"Post Office Mural &#8220;Cotton Growing, Manufacture, and Export&#8221; &#8211; Dardanelle AR",2014,"This Section-funded 4.5&#039; x 12&#039; oil on canvas mural entitled ï¿_ï¿_ï¿_Cotton Growing, Manufacture and Exportï¿_Ûù was painted for the Dardanelle post office by Ludwig Mactarian in 1939.  ï¿_ï¿_ï¿_Ludwig...","35.223923, -93.155113",6298,Dardanelle Post Office - Dardanelle AR,lobby,103 N. Front Street,Dardanelle,AR,72858,,,1939,1939,Treasury Section of Fine Arts,"Art, Mural",Ludwig Mactarian,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3041-CottonGrowingManufactureAndExport.0_display-229x225.jpg
45071,Federal Building (demolished) &#8211; Rison AR,2014,"This two-story Art Deco building adjacent to Cleveland County courthouse was built by the WPA in 1940. It was listed on National Register of Historic Places in 2000 and removed in 2005, apparently...","33.9582539, -92.19047539999997",,,,20 Magnolia Street,Rison,AR,71665,Cleveland,,1940,1940,Works Progress Administration (WPA),"No Longer Extant, Offices and administrative, Public buildings",,,Mitchell Seligman; John Brockman,,,
21273,Post Office Mural &#8220;Rural Arkansas&#8221; &#8211; Paris AR,2014,"&quot;Joseph Vorst was commissioned for $740 to create this 4&#039;x13&#039; oil on canvas mural for Paris, Arkansas based on his winning entry in the 1939 48 States Competition. &quot;The...","35.293551, -93.729881",6296,Paris Post Office - Paris AR,lobby,206 N. Elm,Paris,AR,72855,,,1940,1940,Treasury Section of Fine Arts,"Art, Mural",Joseph Vorst,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3039-RuralArkansas.0_display-225x225.jpg
1475,Post Office &#8211; Paris AR,2011,Photos of the post office and cornerstone can be seen at: http://www.flickr.com/photos/courthouselover/4453430872/in/photostream/  Unfortunately a new ramp has partially obscured the New Deal...,"35.292880, -93.729917",2348,Post Office - Paris AR,&lt;br /&gt;,206 North Elm Street,Paris,AR,72855,,,,,,"Post Offices, Public buildings",,,,,,
4303,Courthouse and City Hall &#8211; Fort Smith AR,2011,"&quot;The new Sebastian County Courthouse at Fort Smith has six floors, counting the semi-basement and the central penthouse of two floors devoted entirely to the jail. On the basement floor is a...","35.386023, -94.426401",2349,Courthouse and City Hall - Fort Smith AR,&lt;br /&gt;,35 south 6th St.,Fort Smith,AR,72901,,495548,,,Public Works Administration (PWA),"Courthouses, Offices and administrative, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2011/12/Fort-Smith-CH-CH-300x225.jpg
4304,University of Arkansas &#8211; Vol Walker Hall (Library) &#8211; Fayetteville AR,2011,"&amp;quot;Before construction of this new building, the library of the University of Arkansas was housed in the nonfireproof administration building.   The new structure has a capacity of 265,000...","36.067098, -94.175695",2350,University of Arkansas - Fayetteville AR,&lt;br /&gt;,University of Arkansas,Fayetteville,AR,72701,,464753,,,Public Works Administration (PWA),"Educational, Schools",,,John Milner Associates Inc. - Architect,,,http://livingnewdeal.org/wp-content/uploads/2011/12/800px-old_main_arkansas_view-300x225.jpg
